sample,study,group,cancer_abbr,tissue,sample_type,CDCP1,MET,EPHA2,ERBB2,EGFR,TFRC,ACKR3,IGF2R,LDLR,SORT1,LRP1,ASGR1
GTEX-13O1R-0726-SM-5IJEI,GTEX,Normal_GTEx,,Testis,Normal Tissue,0.8237,0.3674,2.0286,4.2071,2.0321,4.257,3.8166,3.4019,3.2141,4.5217,4.736,5.445
TCGA-33-AASJ-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,5.7225,4.1102,6.2979,5.3729,3.5008,9.9171,6.9562,4.5789,6.9994,1.7137,5.0972,0.275
TCGA-KL-8334-01,TCGA,Tumor_TCGA,KICH,Kidney,Primary Tumor,4.6604,6.3849,2.2265,5.1481,3.2854,4.8914,2.852,4.2965,3.0583,3.6837,3.4383,0.4329
GTEX-RWSA-1726-SM-47JX7,GTEX,Normal_GTEx,,Adrenal Gland,Normal Tissue,0.5753,0.1506,3.0583,1.2631,2.2927,7.4042,2.0356,4.5571,10.4838,1.8156,5.348,1.4383
GTEX-Q2AG-0626-SM-2S1PV,GTEX,Normal_GTEx,,Nerve,Normal Tissue,1.3219,2.4223,4.257,6.7317,4.0054,5.0764,7.2325,3.6645,5.6716,4.5336,8.7252,2.1043
TCGA-ES-A2HT-01,TCGA,Tumor_TCGA,LIHC,Liver,Primary Tumor,0.0566,2.5509,2.4302,3.4646,2.5084,2.5607,3.4982,2.597,3.9663,2.1731,5.5909,9.7387
GTEX-11O72-2326-SM-5BC7H,GTEX,Normal_GTEx,,Thyroid,Normal Tissue,3.9345,4.6473,3.3855,6.5732,4.2965,4.225,6.3754,4.8733,4.6809,5.3252,7.7198,2.4329
GTEX-ZG7Y-0926-SM-5EQ6O,GTEX,Normal_GTEx,,Heart,Normal Tissue,0.0704,1.926,2.7613,4.9184,1.2203,3.7697,3.0339,3.8836,1.7093,5.4246,4.7355,0.4005
GTEX-11ONC-0011-R8b-SM-5NQ87,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.1375,0.1506,1.3104,2.4033,2.4195,3.3059,2.4005,1.8032,3.6159,4.5109,5.8914,2.9874
GTEX-12126-0011-R11a-SM-5BC6X,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.0426,0.2265,1.6599,2.2016,2.101,4.8073,1.2928,2.6182,3.6926,4.1643,6.9959,4.6616
TCGA-AO-A1KO-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,4.2327,3.536,3.106,5.528,4.9279,3.3964,3.4236,4.9307,3.7697,4.5674,5.3865,0.687
TCGA-WB-A81R-01,TCGA,Tumor_TCGA,PCPG,Paraganglia,Primary Tumor,2.6645,0.8953,0.856,1.86,0.0704,2.7093,1.406,3.7355,3.9891,4.5771,5.1851,0.5946
GTEX-WOFM-0126-SM-3MJFE,GTEX,Normal_GTEx,,Lung,Normal Tissue,2.1827,3.275,4.0313,5.4673,4.6112,5.522,3.9165,5.0417,5.4476,6.3459,7.0386,2.2509
GTEX-13X6K-0526-SM-5LU51,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,0.2016,0.5261,3.1667,5.7189,4.7388,3.1043,6.7503,4.7099,2.8278,6.931,7.6667,0.4647
TCGA-85-8479-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,4.4282,3.4033,5.663,5.119,5.406,6.6314,5.5417,4.6129,6.511,4.0781,6.6821,0.4436
TCGA-V4-A9EE-01,TCGA,other,,Eye,Primary Tumor,0.4751,6.6293,4.0206,4.735,0.585,3.9699,4.2372,5.5774,1.8074,6.7185,5.7813,0.7312
TCGA-B6-A0IK-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,4.6853,3.9021,3.8053,6.8977,3.3895,7.3439,2.774,5.0798,5.6355,5.1428,5.1506,0.4542
TCGA-V3-A9ZY-01,TCGA,other,,Eye,Primary Tumor,0.0704,4.3597,3.7192,3.8022,0.1763,1.1243,1.5059,4.3263,0.4222,5.0361,5.3144,0.3561
TCGA-50-5066-02,TCGA,Tumor_TCGA,LUAD,Lung,Recurrent Tumor,4.0295,5.257,4.9533,7.2791,3.7803,5.1599,4.8104,5.94,5.813,4.7655,5.8372,1.5008
TCGA-EJ-A8FO-11,TCGA,Normal_TCGA,PRAD,Prostate,Solid Tissue Normal,2.9964,2.6871,4.1602,6.3259,4.3778,3.8748,4.7761,4.3298,5.538,4.067,5.822,1.3841
TCGA-AX-A3FW-01,TCGA,Tumor_TCGA,UCEC,Endometrium,Primary Tumor,2.272,3.126,1.7991,4.0721,2.2419,4.5862,1.541,3.116,2.852,4.7808,2.3016,0.4005
TCGA-C5-A3HF-01,TCGA,Tumor_TCGA,CESC,Cervix,Primary Tumor,4.1954,4.2869,5.2211,6.2246,3.2854,5.6361,3.9317,3.4289,4.8856,3.6029,4.9198,0.7137
GTEX-X261-3226-SM-3NMC3,GTEX,Normal_GTEx,,Pituitary,Normal Tissue,1.5993,2.7225,3.384,5.2913,2.189,3.5472,3.9307,3.774,3.6135,4.306,6.2736,2.0635
TCGA-23-1109-01,TCGA,Tumor_TCGA,OV,Ovary,Primary Tumor,2.6759,1.4751,4.2349,5.8233,1.926,4.5059,3.2957,3.4046,3.0179,4.7861,5.2001,0.903
TCGA-H7-8502-01,TCGA,Tumor_TCGA,HNSC,Head and Neck region,Primary Tumor,5.6551,6.2153,5.9437,4.9246,6.4248,6.9638,5.6377,5.9404,6.4258,1.5509,5.4909,0.6508
TARGET-50-PALFME-01,TARGET,other,,Kidney,Primary Solid Tumor,0.2265,2.5582,2.9297,5.2149,1.7949,4.2165,2.9449,4.0027,3.3391,4.3284,5.2548,2.9336
GTEX-TMZS-0126-SM-3DB9Q,GTEX,Normal_GTEx,,Skin,Normal Tissue,3.3937,1.7398,3.8934,6.3561,4.3038,3.2824,4.393,3.278,3.9809,3.6849,6.3235,2.541
GTEX-RU72-0011-R7A-SM-2TF5U,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.111,0.2869,0.9561,2.1473,1.8032,2.9982,2.3391,1.5704,1.3104,4.0618,4.9538,1.3841
TARGET-50-PALFME-02,TARGET,other,,Kidney,Recurrent Solid Tumor,0.275,4.0409,2.5921,4.9227,1.8639,4.4495,4.7323,4.488,4.7104,4.5705,5.2828,3.2388
GTEX-ZV7C-2026-SM-5NQ8F,GTEX,Normal_GTEx,,Testis,Normal Tissue,0.6229,0.5261,1.9373,4.6938,2.5582,4.6525,4.1449,4.2547,4.2502,5.5487,4.9782,5.3677
GTEX-131YS-0326-SM-5PNYW,GTEX,Normal_GTEx,,Nerve,Normal Tissue,0.3219,3.9882,4.4115,7.0827,5.1305,3.845,6.4863,4.41,3.6311,5.1752,8.4486,1.0704
GTEX-PLZ6-1426-SM-5S2TR,GTEX,Normal_GTEx,,Skin,Normal Tissue,4.3205,2.278,4.3103,6.5958,5.8182,3.796,3.6938,4.4515,3.7559,4.3219,5.2574,2.406
GTEX-WXYG-1226-SM-4ONCJ,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,5.0282,1.696,7.0846,6.6348,4.3618,5.7539,4.0444,4.1851,5.9736,4.4854,5.328,0.856
GTEX-11H98-0011-R11b-SM-5NQ6U,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.0566,0.0976,0.9928,3.0653,1.9449,5.101,2.1763,3.4101,2.5533,3.9855,6.7814,4.9514
GTEX-ZV6S-1626-SM-5NQ81,GTEX,Normal_GTEx,,Adipose Tissue,Normal Tissue,1.6229,3.1795,5.0237,3.3895,3.9458,6.095,6.3402,3.9991,6.7034,5.288,7.5648,1.774
GTEX-SN8G-0001-SM-3NM8L,GTEX,Normal_GTEx,,Blood,Cell Line,2.4542,0.0286,0.3448,2.678,0.2265,7.4479,6.2963,5.0721,4.3792,0.2869,0.7655,0.757
GTEX-P4PP-1026-SM-3NM9O,GTEX,Normal_GTEx,,Pancreas,Normal Tissue,1.4383,1.3896,1.8639,3.6416,1.7268,2.9467,4.2449,2.7591,2.3505,2.1473,3.0072,0.2869
TCGA-AS-3777-01,TCGA,Tumor_TCGA,KIRC,Kidney,Primary Tumor,3.2913,4.9397,2.06,4.6299,3.4568,3.903,2.0108,3.6311,3.856,3.1747,4.6135,6.6836
TCGA-MA-AA42-01,TCGA,Tumor_TCGA,CESC,Cervix,Primary Tumor,4.0313,3.2188,4.9001,5.2188,3.5778,5.0501,6.0921,3.6882,3.4712,1.5898,5.0339,1.3045
TCGA-EE-A29R-06,TCGA,Tumor_TCGA,SKCM,Skin,Metastatic,0.4436,3.849,3.7782,4.8017,0.7225,4.0575,4.4816,5.24,5.2028,4.6077,5.478,1.1243
GTEX-U3ZH-0926-SM-4DXU4,GTEX,Normal_GTEx,,Prostate,Normal Tissue,4.0926,3.0669,6.3191,6.688,4.5129,5.3248,3.7071,4.3868,4.6473,3.6288,6.2648,1.2809
TCGA-LK-A4NY-01,TCGA,other,,Lining of body cavities,Primary Tumor,4.1144,4.701,4.4343,5.1317,3.1457,5.6599,3.26,3.4515,2.4195,2.6182,6.0326,0.926
GTEX-ZTSS-0726-SM-51MSN,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,0.1635,1.6781,1.9069,4.2698,4.6212,5.1647,4.8831,3.9289,2.9317,6.004,6.0094,0.5946
GTEX-OXRN-2626-SM-48TBX,GTEX,Normal_GTEx,,Pituitary,Normal Tissue,2.0531,2.6736,3.1489,3.706,1.9818,4.211,5.1509,3.3813,4.3896,3.3547,5.9944,2.342
GTEX-11LCK-1126-SM-5A5KC,GTEX,Normal_GTEx,,Adipose Tissue,Normal Tissue,0.7908,2.6759,4.1875,3.6769,5.4141,3.2494,6.1311,4.464,2.5509,5.3288,8.7681,1.3392
TCGA-BH-A0DO-11,TCGA,Normal_TCGA,BRCA,Breast,Solid Tissue Normal,3.2188,3.5945,4.0329,6.2932,5.037,4.0072,4.5576,4.6195,5.4012,4.7708,6.2464,0.8953
TCGA-XF-A9SZ-01,TCGA,Tumor_TCGA,BLCA,Bladder,Primary Tumor,3.6041,2.0215,6.3459,7.6772,3.7623,5.8848,4.2839,3.5669,4.9909,3.5385,6.2153,2.3074
GTEX-WH7G-0626-SM-4LVMO,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,1.7093,1.5801,2.8875,6.0119,4.2869,4.3847,5.9437,4.7861,1.5558,6.9437,8.4409,1.157
GTEX-R55D-1826-SM-48FEF,GTEX,Normal_GTEx,,Colon,Normal Tissue,4.1739,2.278,2.757,6.8411,3.3659,5.6106,3.3923,4.5958,4.3834,4.3951,5.5807,0.9336
TCGA-AB-2865-03,TCGA,Tumor_TCGA,LAML,White blood cell,Primary Blood Derived Cancer - Peripheral Blood,3.856,0.7908,0.5261,2.0772,0.0,6.5342,3.2357,4.9283,5.8364,4.3505,6.3044,1.4906
TCGA-85-8580-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,4.272,4.9611,5.6049,5.996,5.5189,7.429,6.2454,5.5985,5.5849,4.1359,5.5598,1.5993
GTEX-146FR-1326-SM-5SIAJ,GTEX,Normal_GTEx,,Skin,Normal Tissue,3.4502,2.7181,4.6994,6.5481,6.0689,4.3576,4.8344,4.4216,4.1723,4.4944,6.6474,2.4383
TCGA-VQ-A91Z-01,TCGA,Tumor_TCGA,STAD,Stomach,Primary Tumor,5.478,3.4982,6.1292,7.3651,0.864,8.3712,3.8777,6.5746,5.3323,5.5771,5.6976,4.1835
GTEX-131XE-0126-SM-5LZVC,GTEX,Normal_GTEx,,Thyroid,Normal Tissue,3.9919,3.3855,4.6381,6.7576,3.9791,3.7761,5.8392,4.546,3.6577,4.3737,7.2514,2.8875
TCGA-YH-A8SY-01,TCGA,Tumor_TCGA,PAAD,Pancreas,Primary Tumor,4.5699,4.2706,6.2742,6.3512,2.8894,4.848,6.022,4.6381,5.2954,3.4789,7.5307,1.157
TCGA-EM-A4FN-01,TCGA,Tumor_TCGA,THCA,Thyroid Gland,Primary Tumor,3.1077,6.19,4.254,6.0054,2.8855,2.26,2.4383,3.8728,3.2141,4.4449,4.144,1.856
GTEX-WZTO-0011-R11A-SM-4E3K9,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.0704,0.3674,0.7312,2.2048,1.903,4.7522,1.5704,3.2479,3.4634,4.106,7.1978,4.8192
TCGA-D7-5578-01,TCGA,Tumor_TCGA,STAD,Stomach,Primary Tumor,4.0695,4.7457,5.4363,6.073,3.7677,4.1795,4.3169,4.5404,4.9621,3.3659,5.5628,1.2449
GTEX-YB5E-0226-SM-5IFHI,GTEX,Normal_GTEx,,Adrenal Gland,Normal Tissue,0.757,0.2265,3.0635,2.7782,3.8339,4.2426,2.2357,4.9667,5.728,3.4803,5.8999,1.3162
TCGA-CJ-5680-11,TCGA,Normal_TCGA,KIRC,Kidney,Solid Tissue Normal,2.6713,6.2941,5.6355,6.7595,4.6747,4.9035,3.617,5.6508,4.4522,5.8071,5.6476,0.6781
TCGA-EJ-7786-01,TCGA,Tumor_TCGA,PRAD,Prostate,Primary Tumor,3.1326,2.0108,1.7268,6.6576,4.5454,3.8885,2.8992,5.3205,5.3882,4.8048,4.6235,0.4114
TCGA-L1-A7W4-01,TCGA,Tumor_TCGA,PAAD,Pancreas,Primary Tumor,6.1839,6.0093,5.9293,5.9076,4.5204,6.5094,4.017,5.7284,5.7444,4.2712,5.6542,2.359
GTEX-14BIM-3126-SM-5Q5C7,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.1635,0.3103,1.4436,2.189,1.6229,4.2234,2.0356,2.9909,4.5173,3.6123,7.3594,4.678
GTEX-QCQG-0426-SM-48U29,GTEX,Normal_GTEx,,Pancreas,Normal Tissue,2.4568,1.8074,2.0976,4.0374,3.0126,3.3291,3.9079,3.8105,3.0179,3.3031,4.1169,0.585
TCGA-CS-5397-01,TCGA,Tumor_TCGA,LGG,Brain,Primary Tumor,1.4222,2.7485,2.8032,5.9453,5.3284,5.8528,4.9188,3.7247,3.8953,6.2994,7.8093,3.1111
GTEX-11TUW-0926-SM-5EQMW,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,1.2388,2.0976,3.6849,4.8856,3.6971,5.254,4.4784,3.8318,4.7819,5.4196,9.0045,1.2016
GTEX-X3Y1-1726-SM-4PQZL,GTEX,Normal_GTEx,,Colon,Normal Tissue,2.707,2.4436,3.1843,5.6764,4.0161,4.7687,4.8449,4.3139,2.7441,4.841,6.3962,0.7485
TCGA-EL-A4JX-01,TCGA,Tumor_TCGA,THCA,Thyroid Gland,Primary Tumor,3.9828,5.9274,4.1851,5.7235,3.281,3.2048,2.1077,5.0126,3.2942,3.9533,4.5285,1.2016
GTEX-R55G-0006-SM-2TC6O,GTEX,Normal_GTEx,,Blood,Normal Tissue,0.0426,0.0566,0.0426,0.2265,0.0566,1.5656,0.2016,3.5496,1.3562,4.5135,2.3673,1.8719
TCGA-BC-A216-01,TCGA,Tumor_TCGA,LIHC,Liver,Primary Tumor,1.1243,3.7258,3.3827,2.5485,3.843,3.7623,1.2449,4.2743,4.6536,2.7441,5.5138,8.7781
GTEX-WWYW-0826-SM-3NB2X,GTEX,Normal_GTEx,,Thyroid,Normal Tissue,4.3978,3.6803,3.8875,5.8873,4.7219,4.04,6.4337,4.7004,4.6752,4.6719,6.2064,2.4489
GTEX-YEC3-2526-101809-SM-5CVLT,GTEX,Normal_GTEx,,,Normal Tissue,5.0879,1.7528,5.9279,6.8922,4.6559,5.5163,3.853,4.3089,5.3157,4.8991,6.1446,0.7824
TCGA-XM-AAZ2-01,TCGA,Tumor_TCGA,THYM,Thymus,Primary Tumor,1.0909,4.1326,5.4657,5.1177,5.2016,4.9644,1.8679,4.4148,1.844,3.4357,7.1669,2.0875
TCGA-EB-A4OY-01,TCGA,Tumor_TCGA,SKCM,Skin,Primary Tumor,0.3219,2.8914,0.9855,3.6182,0.5261,2.254,1.848,3.0789,4.3978,4.6159,4.0738,0.263
TCGA-CQ-5333-01,TCGA,Tumor_TCGA,HNSC,Head and Neck region,Primary Tumor,4.8565,3.6005,3.4006,5.2064,4.0875,3.6938,4.2449,4.5336,5.7621,3.1747,5.225,1.1763
TCGA-EE-A20C-06,TCGA,Tumor_TCGA,SKCM,Skin,Metastatic,3.0892,1.4647,4.7866,4.5987,0.0286,5.8824,0.5361,6.2986,5.7401,7.4686,4.6803,0.687
GTEX-X261-0005-SM-4PQYX,GTEX,Normal_GTEx,,Blood,Normal Tissue,0.0704,0.0144,0.0426,1.0497,0.0286,4.06,0.3219,3.7939,1.2016,1.7866,2.5631,1.926
GTEX-ZAB4-0011-R3a-SM-4RGNQ,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.1375,0.774,0.7485,3.2311,2.8053,5.1448,3.101,2.1077,2.7845,6.0851,5.565,3.7939
TCGA-GL-7966-01,TCGA,Tumor_TCGA,KIRP,Kidney,Primary Tumor,4.836,6.8497,5.348,6.0581,5.8415,4.8753,3.3799,5.5988,1.6736,4.8374,5.7032,0.6041
TCGA-63-7022-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,3.2249,3.1875,3.5656,4.1586,4.4222,5.5662,5.9298,4.9283,3.1859,3.7366,6.8824,1.6415
GTEX-ZYFG-1226-SM-5GIC7,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,0.3896,1.9561,3.4646,4.3985,4.6246,4.1252,5.1383,4.1285,2.8074,4.6415,6.9705,0.5946
TCGA-2J-AAB4-01,TCGA,Tumor_TCGA,PAAD,Pancreas,Primary Tumor,6.0936,4.5958,6.6085,6.3535,3.6416,5.3487,3.3205,4.9918,7.3854,5.1461,6.6893,1.2631
TCGA-AR-A0TP-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,3.5766,3.7104,4.8972,5.4954,4.0241,5.6708,3.6993,4.1691,2.7268,6.211,5.1477,0.3896
GTEX-PVOW-1626-SM-48TC9,GTEX,Normal_GTEx,,Esophagus,Normal Tissue,5.1755,1.4168,7.4625,6.6302,4.0444,4.9588,5.4056,3.6473,8.0332,4.2547,6.5345,0.9184
TARGET-50-PAJLIP-01,TARGET,other,,Kidney,Primary Solid Tumor,0.687,2.4594,5.0313,6.2523,1.5261,5.9488,4.3334,4.3227,2.6759,5.4601,4.8972,1.511
GTEX-P4QR-0326-SM-5SI8P,GTEX,Normal_GTEx,,Skin,Normal Tissue,4.4647,3.0925,4.9814,6.2686,6.1181,4.1611,6.8101,4.0849,5.9305,3.4449,6.975,1.6323
GTEX-13OVL-0011-R8a-SM-5L3HH,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.0976,0.3896,0.7824,1.7398,1.5261,3.0993,1.4803,1.2016,2.0669,4.0206,5.2008,2.2869
GTEX-12WSJ-1526-SM-5GCNI,GTEX,Normal_GTEx,,Colon,Normal Tissue,1.0,1.4647,3.1127,4.3624,3.9326,4.5771,6.3152,4.7109,5.2479,4.528,7.6408,1.6276
GTEX-14ABY-0011-R9a-SM-5PNZK,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.3896,0.2141,1.2079,3.1227,1.2265,4.0134,2.9782,3.101,4.4343,7.7221,5.1811,1.4168
TCGA-S7-A7WN-01,TCGA,Tumor_TCGA,PCPG,Paraganglia,Primary Tumor,5.1675,0.6781,2.4462,1.774,0.189,4.4495,4.3576,4.3342,4.8064,4.8176,4.8033,1.516
TCGA-18-3408-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,3.5147,5.3923,2.0908,4.9869,7.1047,6.2405,8.1942,5.5613,3.842,4.4053,3.4128,0.3103
TCGA-BH-A0DK-11,TCGA,Normal_TCGA,BRCA,Breast,Solid Tissue Normal,3.9241,4.3118,3.2913,7.2026,4.4155,5.3955,4.9964,5.2418,5.8746,5.4094,5.5036,0.6323
GTEX-RM2N-1826-SM-2TF5B,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,0.0704,1.8639,2.1731,5.9626,5.4967,5.4074,6.5486,5.1322,1.8238,8.1313,7.1954,0.0976
TCGA-56-8626-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,4.9695,4.7835,4.8982,5.5838,6.8652,7.2594,8.0094,5.5361,4.9905,5.0268,6.6751,2.7159
TCGA-SR-A6MV-01,TCGA,Tumor_TCGA,PCPG,Paraganglia,Primary Tumor,0.0286,0.2987,1.8278,1.4854,1.4594,2.5509,2.3729,2.4646,1.9561,3.466,3.9001,1.7268
TARGET-30-PARZCJ-02,TARGET,other,,SympatheticÊNervous System,Recurrent Solid Tumor,0.5656,3.7803,3.8846,7.0907,4.554,4.5692,5.5841,4.4763,4.6329,5.3155,7.3709,0.9184
TCGA-B9-A44B-01,TCGA,Tumor_TCGA,KIRP,Kidney,Primary Tumor,2.9355,5.0849,4.3611,6.6174,2.4356,2.7115,3.2126,3.6088,0.5361,2.4906,4.2048,0.4436
TARGET-30-PARZCJ-01,TARGET,other,,SympatheticÊNervous System,Primary Solid Tumor,0.8875,0.9561,3.0704,3.4854,1.3841,4.5546,4.7312,4.5367,3.5261,4.0383,5.9857,5.0139
GTEX-11P82-1326-SM-5HL62,GTEX,Normal_GTEx,,Breast,Normal Tissue,0.1375,3.1538,3.281,1.757,3.2219,4.9768,3.9709,3.8289,3.0479,5.1027,6.734,0.4854
TCGA-DK-A2HX-01,TCGA,Tumor_TCGA,BLCA,Bladder,Primary Tumor,4.9227,5.1367,7.1222,8.1766,4.3971,8.5393,4.3618,4.864,4.0566,5.4522,6.8839,0.8074
GTEX-ZYFG-1726-SM-5GZZB,GTEX,Normal_GTEx,,Ovary,Normal Tissue,0.1635,0.6323,2.3448,4.5934,3.7634,7.1388,4.2242,4.0653,6.1653,2.0875,7.4961,0.4542
GTEX-ZPIC-0926-SM-4WWFK,GTEX,Normal_GTEx,,Pancreas,Normal Tissue,2.0772,1.5704,1.3562,4.5192,2.5777,2.729,3.269,2.9654,1.1309,2.3363,3.5261,0.3448
TCGA-CZ-5469-11,TCGA,Normal_TCGA,KIRC,Kidney,Solid Tissue Normal,2.3363,4.9136,4.3169,7.4516,4.6926,4.4121,4.1891,5.2787,4.86,6.4169,3.9117,0.585
TCGA-EE-A2MG-06,TCGA,Tumor_TCGA,SKCM,Skin,Metastatic,3.1603,4.6188,4.0339,3.669,1.5059,4.3701,3.8788,5.4019,3.9891,6.5947,5.7142,1.6041
TCGA-BB-A5HU-01,TCGA,Tumor_TCGA,HNSC,Head and Neck region,Primary Tumor,6.0094,4.85,5.4515,5.2502,8.831,6.3048,5.0277,5.8758,5.578,3.9059,6.0559,1.1177
GTEX-YEC4-1826-SM-4W1YP,GTEX,Normal_GTEx,,Skin,Normal Tissue,3.5534,1.7485,4.2787,5.8397,5.0206,4.6299,4.228,3.5801,4.7608,4.4168,6.2822,2.425
GTEX-XUJ4-0005-SM-4BOQ6,GTEX,Normal_GTEx,,Blood,Normal Tissue,0.1506,0.0144,0.0841,0.9782,0.0426,1.257,1.257,5.4763,2.5849,5.1247,3.7928,3.4303
TCGA-77-A5G8-01,TCGA,Tumor_TCGA,LUSC,Lung,Primary Tumor,3.9837,4.6831,3.7203,4.8465,5.5813,6.0215,7.0752,4.0858,5.8537,2.4356,5.6957,0.864
GTEX-11EQ9-2426-SM-5HL5T,GTEX,Normal_GTEx,,Skin,Normal Tissue,3.9919,2.568,5.1072,6.8886,5.925,4.6299,3.9393,4.2204,5.4539,4.2086,5.565,2.969
TCGA-CG-5733-11,TCGA,Normal_TCGA,STAD,Stomach,Solid Tissue Normal,2.6182,2.3248,3.211,4.7198,1.8359,2.6759,2.8933,3.0617,3.6926,2.5705,3.7719,0.4751
TCGA-A2-A0EY-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,3.8639,2.3646,2.4803,10.7014,0.9928,6.0424,3.4868,5.3551,4.0909,4.844,5.7975,0.6599
GTEX-UPIC-0002-SM-3NMDC,GTEX,Normal_GTEx,,Blood,Cell Line,0.3674,0.275,0.1763,2.4168,0.1243,7.934,3.3505,3.795,3.8389,0.7655,0.5656,0.6041
GTEX-YFC4-1526-SM-5IFJS,GTEX,Normal_GTEx,,Liver,Normal Tissue,0.1506,3.4777,1.8914,2.8278,3.5008,4.3813,0.6229,3.4725,5.673,0.669,7.0236,9.3035
TCGA-EL-A3N2-01,TCGA,Tumor_TCGA,THCA,Thyroid Gland,Primary Tumor,4.0703,7.8405,4.4912,6.5696,4.1803,4.1408,3.2913,5.9472,2.7803,5.1396,4.1867,2.3978
GTEX-WYVS-1426-SM-4ONCV,GTEX,Normal_GTEx,,Vagina,Normal Tissue,4.2743,2.4329,6.1623,6.0832,5.5163,4.7655,4.7175,4.9312,4.5717,3.7559,7.4255,1.3841
GTEX-14E6E-1526-SM-5RQIG,GTEX,Normal_GTEx,,Colon,Normal Tissue,4.2517,2.4699,3.5398,6.0282,3.3757,5.7412,2.5485,4.1009,4.6176,4.5687,5.7137,0.5261
GTEX-139UW-0426-SM-5K7V4,GTEX,Normal_GTEx,,Blood Vessel,Normal Tissue,1.2079,3.0444,3.4397,5.4777,4.3469,5.2479,6.5418,4.6206,4.1667,6.6112,8.4352,1.0497
TCGA-DD-AADP-01,TCGA,Tumor_TCGA,LIHC,Liver,Primary Tumor,0.2388,5.126,1.4542,3.9955,4.6719,4.6679,3.6803,4.1851,6.6768,3.281,6.6787,9.6878
GTEX-11OF3-3026-SM-5GU52,GTEX,Normal_GTEx,,Pituitary,Normal Tissue,0.9782,2.8012,3.5496,5.4472,2.6346,3.9864,4.857,3.862,3.5753,4.3125,7.0557,2.2898
TCGA-CZ-5457-01,TCGA,Tumor_TCGA,KIRC,Kidney,Primary Tumor,0.926,6.1501,3.6814,5.2596,5.6168,4.7104,5.4074,5.0989,2.7655,3.9845,4.5229,0.9635
GTEX-RN64-0326-SM-2TC5J,GTEX,Normal_GTEx,,Muscle,Normal Tissue,0.0841,2.2265,1.3505,3.3757,1.9598,3.257,3.6611,4.6843,1.4647,4.3611,3.9317,0.0
TCGA-A6-2682-01,TCGA,Tumor_TCGA,COAD,Colon,Primary Tumor,4.2102,4.7257,4.634,5.3002,2.7225,7.2235,4.4074,4.2914,5.8424,3.4209,5.931,4.591
TCGA-5G-A9ZZ-01,TCGA,Tumor_TCGA,THYM,Thymus,Primary Tumor,1.8992,2.9317,4.1202,7.0735,3.7301,4.8812,1.0286,4.8575,2.6938,5.8096,4.765,0.4222
TCGA-KL-8330-01,TCGA,Tumor_TCGA,KICH,Kidney,Primary Tumor,1.3785,6.6032,1.7312,6.1739,3.4686,6.0898,2.5059,4.6876,5.9409,4.2234,3.669,0.8875
TCGA-50-6597-01,TCGA,Tumor_TCGA,LUAD,Lung,Primary Tumor,3.5173,6.315,4.2623,5.8723,3.3118,3.1811,0.669,3.773,2.8115,4.6502,3.8146,2.6599
TCGA-A8-A06O-01,TCGA,Tumor_TCGA,BRCA,Breast,Primary Tumor,1.4276,0.9411,1.2265,7.053,1.4222,5.4185,4.0329,4.3778,5.0904,4.6415,5.4208,0.5946
TCGA-KS-A4I5-01,TCGA,Tumor_TCGA,THCA,Thyroid Gland,Primary Tumor,4.054,6.4954,6.0282,7.2101,4.3847,2.0143,4.106,4.1473,4.2172,4.4039,4.6305,1.6415
GTEX-NL4W-0011-R8a-SM-2I3G4,GTEX,Normal_GTEx,,Brain,Normal Tissue,0.5059,0.6508,1.4803,2.3978,1.3104,3.6982,2.3785,2.848,4.1457,4.4731,5.8169,2.5335
GTEX-P78B-1626-SM-5SI85,GTEX,Normal_GTEx,,Muscle,Normal Tissue,0.0426,2.8094,1.2016,2.5607,2.0143,2.9467,3.5717,5.6921,0.9486,4.1367,3.3477,0.0
